date(yyyymmdd),hour,minute,calm flag,1-min dir,1-min dir10,1-min speed,1-min speed_1,obs. dir,obs. speed,dirdiff,speeddiff,wind flag,qc flag
    20190204,11,57,0,   131.0,   130.0,     8.2,     8.2,   130.0,     8.2,     0.0,     0.0,N,5
    20190204,12,18,0,   121.0,   120.0,     8.2,     8.2,   120.0,     8.2,     0.0,     0.0,N,5
    20190204,13,31,0,   126.0,   130.0,     8.7,     8.7,   130.0,     8.8,     0.0,     0.1,N,5
    20190204,14,20,0,   119.0,   120.0,     9.2,     9.2,   120.0,     9.3,     0.0,     0.1,N,5
    20190204,15,53,0,   117.0,   120.0,     9.2,     9.2,   120.0,     9.3,     0.0,     0.1,N,5
    20190204,17,53,0,   113.0,   110.0,     9.2,     9.2,   110.0,     9.3,     0.0,     0.1,N,5
    20190204,19,53,0,   119.0,   120.0,     9.2,     9.2,   120.0,     9.3,     0.0,     0.1,N,5
    20190204,20,24,0,   117.0,   120.0,     9.7,     9.7,   120.0,     9.8,     0.0,     0.1,N,5
    20190204,20,51,0,   106.0,   110.0,     5.6,     5.6,   110.0,     5.7,     0.0,     0.1,N,5
    20190204,21,53,0,   125.0,   130.0,     9.7,     9.7,   130.0,     9.8,     0.0,     0.1,N,5
    20190204,23,19,0,   130.0,   130.0,     8.2,     8.2,   130.0,     8.2,     0.0,     0.0,N,5
    20190204,23,53,0,   119.0,   120.0,     6.1,     6.1,   120.0,     6.2,     0.0,     0.1,N,5
    20190204,24,53,0,   115.0,   120.0,     7.1,     7.1,   120.0,     7.2,     0.0,     0.1,N,5
    20190205, 1,12,0,   115.0,   120.0,     7.6,     7.7,   120.0,     7.7,     0.0,     0.0,N,5
    20190205, 1,53,0,   110.0,   110.0,     6.6,     6.6,   110.0,     6.7,     0.0,     0.1,N,5
    20190205, 3,53,0,   136.0,   140.0,     6.1,     6.1,   140.0,     6.2,     0.0,     0.1,N,5
    20190205, 4,51,0,   122.0,   120.0,     6.1,     6.1,   120.0,     6.2,     0.0,     0.1,N,5
    20190205, 5, 3,0,   131.0,   130.0,     7.1,     7.1,   130.0,     7.2,     0.0,     0.1,N,5
    20190205, 5,24,0,   133.0,   130.0,     5.1,     5.1,   130.0,     5.1,     0.0,     0.0,N,5
    20190205, 5,53,0,   141.0,   140.0,     7.1,     7.1,   140.0,     7.2,     0.0,     0.1,N,5
    20190205, 6,24,0,   117.0,   120.0,     6.1,     6.1,   120.0,     6.2,     0.0,     0.1,N,5
    20190205, 6,53,0,   122.0,   120.0,     5.6,     5.6,   120.0,     5.7,     0.0,     0.1,N,5
    20190205, 8,53,0,   120.0,   120.0,     4.6,     4.6,   120.0,     4.6,     0.0,     0.0,N,5
    20190205,10,53,0,   155.0,   160.0,     5.6,     5.6,   160.0,     5.7,     0.0,     0.1,N,5
    20190205,11,28,0,   147.0,   150.0,     5.6,     5.6,   150.0,     5.7,     0.0,     0.1,N,5
    20190205,11,53,0,   145.0,   150.0,     5.6,     5.6,   150.0,     5.7,     0.0,     0.1,N,5
    20190205,12,53,0,   149.0,   150.0,     4.1,     4.1,   150.0,     4.1,     0.0,     0.0,N,5
    20190205,13,44,0,   197.0,   200.0,     3.6,     3.6,   200.0,     3.6,     0.0,     0.0,N,5
    20190205,14,53,0,   138.0,   140.0,     2.5,     2.6,   140.0,     2.6,     0.0,     0.0,N,5
    20190205,16,53,0,   105.0,   110.0,     6.6,     6.6,   110.0,     6.7,     0.0,     0.1,N,5
    20190205,18,53,0,   106.0,   110.0,     5.6,     5.6,   110.0,     5.7,     0.0,     0.1,N,5
    20190205,20, 7,0,   110.0,   110.0,     5.1,     5.1,   110.0,     5.1,     0.0,     0.0,N,5
    20190205,20,19,0,   119.0,   120.0,     7.1,     7.1,   120.0,     7.2,     0.0,     0.1,N,5
    20190205,20,53,0,   127.0,   130.0,     6.6,     6.6,   130.0,     6.7,     0.0,     0.1,N,5
    20190205,22,53,0,   124.0,   120.0,     6.1,     6.1,   120.0,     6.2,     0.0,     0.1,N,5
    20190205,24,53,0,   117.0,   120.0,     6.6,     6.6,   120.0,     6.7,     0.0,     0.1,N,5
    20190206, 1,53,0,   120.0,   120.0,     7.6,     7.7,   120.0,     7.7,     0.0,     0.0,N,5
    20190206, 3,53,0,   107.0,   110.0,     5.1,     5.1,   110.0,     5.1,     0.0,     0.0,N,5
    20190206, 5,53,0,    92.0,    90.0,     4.6,     4.6,    90.0,     4.6,     0.0,     0.0,N,5
    20190206, 7,53,0,    90.0,    90.0,     6.1,     6.1,    90.0,     6.2,     0.0,     0.1,N,5
    20190206, 9,53,0,    94.0,    90.0,     8.2,     8.2,    90.0,     8.2,     0.0,     0.0,N,5
    20190206,11,53,0,    64.0,    60.0,     6.6,     6.6,    60.0,     6.7,     0.0,     0.1,N,5
    20190206,12,38,0,    79.0,    80.0,     7.6,     7.7,    80.0,     7.7,     0.0,     0.0,N,5
    20190206,12,59,0,    71.0,    70.0,     7.1,     7.1,    70.0,     7.2,     0.0,     0.1,N,5
    20190206,13,16,0,    60.0,    60.0,     5.6,     5.6,    60.0,     5.7,     0.0,     0.1,N,5
    20190206,13,42,0,    58.0,    60.0,     6.1,     6.1,    60.0,     6.2,     0.0,     0.1,N,5
    20190206,13,48,0,    75.0,    80.0,     6.1,     6.1,    80.0,     6.2,     0.0,     0.1,N,5
    20190206,13,53,0,    84.0,    80.0,     5.6,     5.6,    80.0,     5.7,     0.0,     0.1,N,5
    20190206,14, 4,0,    54.0,    50.0,     5.1,     5.1,    50.0,     5.1,     0.0,     0.0,N,5
    20190206,14,22,0,    54.0,    50.0,     5.6,     5.6,    50.0,     5.7,     0.0,     0.1,N,5
    20190206,15, 3,0,    57.0,    60.0,     4.1,     4.1,    60.0,     4.1,     0.0,     0.0,N,5
    20190206,15,26,0,    61.0,    60.0,     6.6,     6.6,    60.0,     6.7,     0.0,     0.1,N,5
    20190206,15,39,0,    61.0,    60.0,     5.6,     5.6,    60.0,     5.7,     0.0,     0.1,N,5
    20190206,15,55,0,    49.0,    50.0,     5.6,     5.6,    50.0,     5.7,     0.0,     0.1,N,5
    20190206,16,12,0,    61.0,    60.0,     6.6,     6.6,    60.0,     6.7,     0.0,     0.1,N,5
    20190206,16,41,0,    65.0,    70.0,     6.1,     6.1,    70.0,     6.2,     0.0,     0.1,N,5
    20190206,16,51,0,    57.0,    60.0,     5.6,     5.6,    60.0,     5.7,     0.0,     0.1,N,5
    20190206,16,59,0,    51.0,    50.0,     7.1,     7.1,    50.0,     7.2,     0.0,     0.1,N,5
    20190206,17,17,0,    42.0,    40.0,     5.6,     5.6,    40.0,     5.7,     0.0,     0.1,N,5
    20190206,17,53,0,    26.0,    30.0,     7.6,     7.7,    30.0,     7.7,     0.0,     0.0,N,5
    20190206,18,53,0,    25.0,    30.0,     6.6,     6.6,    30.0,     6.7,     0.0,     0.1,N,5
    20190206,19,53,0,    28.0,    30.0,     6.1,     6.1,    30.0,     6.2,     0.0,     0.1,N,5
    20190206,20,33,0,    23.0,    20.0,     6.6,     6.6,    20.0,     6.7,     0.0,     0.1,N,5
    20190206,20,53,0,    18.0,    20.0,     7.1,     7.1,    20.0,     7.2,     0.0,     0.1,N,5
    20190206,21,21,0,    29.0,    30.0,     7.1,     7.1,    30.0,     7.2,     0.0,     0.1,N,5
    20190206,21,44,0,    28.0,    30.0,     6.1,     6.1,    30.0,     6.2,     0.0,     0.1,N,5
    20190206,21,53,0,    21.0,    20.0,     5.6,     5.6,    20.0,     5.7,     0.0,     0.1,N,5
    20190206,22,17,0,    13.0,    10.0,     6.6,     6.6,    10.0,     6.7,     0.0,     0.1,N,5
    20190206,22,53,0,    18.0,    20.0,     6.6,     6.6,    20.0,     6.7,     0.0,     0.1,N,5
    20190206,23,14,0,    24.0,    20.0,     6.1,     6.1,    20.0,     6.2,     0.0,     0.1,N,5
    20190206,23,37,0,    28.0,    30.0,     4.6,     4.6,    30.0,     4.6,     0.0,     0.0,N,5
    20190206,23,53,0,    17.0,    20.0,     4.6,     4.6,    20.0,     4.6,     0.0,     0.0,N,5
    20190206,24,50,0,   360.0,   360.0,     5.1,     5.1,   360.0,     5.1,     0.0,     0.0,N,5
    20190206,24,53,0,   354.0,   350.0,     5.1,     5.1,   350.0,     5.1,     0.0,     0.0,N,5
    20190207, 1,41,0,   354.0,   350.0,     6.1,     6.1,   350.0,     6.2,     0.0,     0.1,N,5
    20190207, 1,53,0,   352.0,   350.0,     5.6,     5.6,   350.0,     5.7,     0.0,     0.1,N,5
    20190207, 2,53,0,   332.0,   330.0,     3.6,     3.6,   330.0,     3.6,     0.0,     0.0,N,5
    20190207, 4,43,0,   333.0,   330.0,     6.1,     6.1,   330.0,     6.2,     0.0,     0.1,N,5
    20190207, 5,13,0,   326.0,   330.0,     7.1,     7.1,   330.0,     7.2,     0.0,     0.1,N,5
    20190207, 6,53,0,   308.0,   310.0,     5.6,     5.6,   310.0,     5.7,     0.0,     0.1,N,5
    20190207, 8,53,0,   291.0,   290.0,     5.6,     5.6,   290.0,     5.7,     0.0,     0.1,N,5
    20190207,10,53,0,   288.0,   290.0,     5.1,     5.1,   290.0,     5.1,     0.0,     0.0,N,5
    20190207,12,53,0,   293.0,   290.0,     4.6,     4.6,   290.0,     4.6,     0.0,     0.0,N,5
    20190207,14,53,0,   285.0,   290.0,     6.6,     6.6,   290.0,     6.7,     0.0,     0.1,N,5
    20190207,16,53,0,   256.0,   260.0,     5.1,     5.1,   260.0,     5.1,     0.0,     0.0,N,5
    20190207,18,53,0,   229.0,   230.0,     5.1,     5.1,   230.0,     5.1,     0.0,     0.0,N,5
    20190207,20,53,0,   217.0,   220.0,     3.1,     3.1,   220.0,     3.1,     0.0,     0.0,N,5
    20190207,22,53,0,   196.0,   200.0,     3.6,     3.6,   200.0,     3.6,     0.0,     0.0,N,5
    20190207,24,53,0,   196.0,   200.0,     3.1,     3.1,   200.0,     3.1,     0.0,     0.0,N,5
    20190208, 1,53,0,   197.0,   200.0,     2.0,     2.0,   200.0,     2.1,     0.0,     0.1,N,5
    20190208, 3,53,0,   202.0,   200.0,     4.6,     4.6,   200.0,     4.6,     0.0,     0.0,N,5
    20190208, 5,53,0,   238.0,   240.0,     5.6,     5.6,   240.0,     5.7,     0.0,     0.1,N,5
    20190208, 7,53,0,   263.0,   260.0,     6.1,     6.1,   260.0,     6.2,     0.0,     0.1,N,5
    20190208, 9,53,0,   277.0,   280.0,     5.1,     5.1,   280.0,     5.1,     0.0,     0.0,N,5
    20190208,11,53,0,   152.0,   150.0,     4.6,     4.6,   150.0,     4.6,     0.0,     0.0,N,5
    20190208,13,53,0,   134.0,   130.0,     5.6,     5.6,   130.0,     5.7,     0.0,     0.1,N,5
    20190208,15,53,0,   133.0,   130.0,     6.6,     6.6,   130.0,     6.7,     0.0,     0.1,N,5
    20190208,17,53,0,   140.0,   140.0,     6.6,     6.6,   140.0,     6.7,     0.0,     0.1,N,5
    20190208,19,53,0,   114.0,   110.0,     6.1,     6.1,   110.0,     6.2,     0.0,     0.1,N,5
    20190208,21,53,0,   131.0,   130.0,     5.1,     5.1,   130.0,     5.1,     0.0,     0.0,N,5
    20190208,23,53,0,   221.0,   220.0,     5.1,     5.1,   220.0,     5.1,     0.0,     0.0,N,5
    20190208,24,59,0,   252.0,   250.0,     5.1,     5.1,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190209, 2,53,0,   262.0,   260.0,     5.6,     5.6,   260.0,     5.7,     0.0,     0.1,N,5
    20190209, 4,53,0,   265.0,   270.0,     5.1,     5.1,   270.0,     5.1,     0.0,     0.0,N,5
    20190209, 6,53,0,   249.0,   250.0,     5.1,     5.1,   250.0,     5.1,     0.0,     0.0,N,5
    20190209, 8,53,0,   217.0,   220.0,     6.1,     6.1,   220.0,     6.2,     0.0,     0.1,N,5
    20190209,10,53,0,   124.0,   120.0,     3.6,     3.6,   120.0,     3.6,     0.0,     0.0,N,5
    20190209,12,53,0,    98.0,   100.0,     4.6,     4.6,   100.0,     4.6,     0.0,     0.0,N,5
    20190209,14,53,0,    92.0,    90.0,     6.1,     6.1,    90.0,     6.2,     0.0,     0.1,N,5
    20190209,16,53,0,    94.0,    90.0,     6.1,     6.1,    90.0,     6.2,     0.0,     0.1,N,5
    20190209,18,53,0,    80.0,    80.0,     6.6,     6.6,    80.0,     6.7,     0.0,     0.1,N,5
    20190209,20,53,0,    61.0,    60.0,     7.1,     7.1,    60.0,     7.2,     0.0,     0.1,N,5
    20190209,22,53,0,     6.0,    10.0,     6.1,     6.1,    10.0,     6.2,     0.0,     0.1,N,5
    20190209,23,17,0,   360.0,   360.0,     6.1,     6.1,   360.0,     6.2,     0.0,     0.1,N,5
    20190209,23,51,0,   353.0,   350.0,     9.2,     9.2,   350.0,     9.3,     0.0,     0.1,N,5
    20190209,24, 4,0,   358.0,   360.0,     8.7,     8.7,   360.0,     8.8,     0.0,     0.1,N,5
    20190209,24,59,0,   344.0,   340.0,     7.6,     7.7,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190210, 1,33,0,   345.0,   350.0,     9.2,     9.2,   350.0,     9.3,     0.0,     0.1,N,5
    20190210, 1,50,0,   343.0,   340.0,     8.7,     8.7,   340.0,     8.8,     0.0,     0.1,N,5
    20190210, 2,50,0,   347.0,   350.0,    10.7,    10.7,   350.0,    10.8,     0.0,     0.1,N,5
    20190210, 3,11,0,   355.0,   360.0,     8.7,     8.7,   360.0,     8.8,     0.0,     0.1,N,5
    20190210, 3,22,0,     7.0,    10.0,     7.1,     7.1,    10.0,     7.2,     0.0,     0.1,N,5
    20190210, 3,53,0,   359.0,   360.0,     7.6,     7.7,   360.0,     7.7,     0.0,     0.0,N,5
    20190210, 5,37,0,   324.0,   320.0,     4.1,     4.1,   320.0,     4.1,     0.0,     0.0,N,5
    20190210, 5,53,0,   324.0,   320.0,     3.6,     3.6,   320.0,     3.6,     0.0,     0.0,N,5
    20190210, 6,18,0,   346.0,   350.0,     3.6,     3.6,   350.0,     3.6,     0.0,     0.0,N,5
    20190210, 6,51,0,   336.0,   340.0,     2.0,     2.0,   340.0,     2.1,     0.0,     0.1,N,5
    20190210, 7, 7,0,   334.0,   330.0,     2.0,     2.0,   330.0,     2.1,     0.0,     0.1,N,5
    20190210, 7,53,0,   327.0,   330.0,     1.0,     1.0,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190210, 9,53,0,   178.0,   180.0,     1.0,     1.0,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190210,10,53,0,   210.0,   210.0,     1.5,     1.5,   210.0,     1.5,     0.0,     0.0,N,5
    20190210,11,35,0,   317.0,   320.0,     0.5,     0.5,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190210,11,53,0,   312.0,   310.0,     1.0,     1.0,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190210,13,11,0,   157.0,   160.0,     4.1,     4.1,   160.0,     4.1,     0.0,     0.0,N,5
    20190210,13,49,0,   135.0,   140.0,     4.6,     4.6,   140.0,     4.6,     0.0,     0.0,N,5
    20190210,14,53,0,   124.0,   120.0,     4.6,     4.6,   120.0,     4.6,     0.0,     0.0,N,5
    20190210,16,53,0,   113.0,   110.0,     6.6,     6.6,   110.0,     6.7,     0.0,     0.1,N,5
    20190210,18,53,0,   118.0,   120.0,     7.6,     7.7,   120.0,     7.7,     0.0,     0.0,N,5
    20190210,20,53,0,   128.0,   130.0,     9.2,     9.2,   130.0,     9.3,     0.0,     0.1,N,5
    20190210,22,53,0,   137.0,   140.0,     8.2,     8.2,   140.0,     8.2,     0.0,     0.0,N,5
    20190210,23,34,0,   144.0,   140.0,     9.2,     9.2,   140.0,     9.3,     0.0,     0.1,N,5
    20190210,24,45,0,   143.0,   140.0,     5.6,     5.6,   140.0,     5.7,     0.0,     0.1,N,5
    20190210,24,59,0,   139.0,   140.0,     6.6,     6.6,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190211, 1,53,0,   155.0,   160.0,     6.6,     6.6,   160.0,     6.7,     0.0,     0.1,N,5
    20190211, 3,22,0,   136.0,   140.0,     7.6,     7.7,   140.0,     7.7,     0.0,     0.0,N,5
    20190211, 3,53,0,   138.0,   140.0,     6.6,     6.6,   140.0,     6.7,     0.0,     0.1,N,5
    20190211, 5,53,0,   149.0,   150.0,     6.1,     6.1,   150.0,     6.2,     0.0,     0.1,N,5
    20190211, 6,34,0,   149.0,   150.0,     5.1,     5.1,   150.0,     5.1,     0.0,     0.0,N,5
    20190211, 6,53,0,   139.0,   140.0,     4.6,     4.6,   140.0,     4.6,     0.0,     0.0,N,5
    20190211, 8,53,0,   150.0,   150.0,     5.1,     5.1,   150.0,     5.1,     0.0,     0.0,N,5
    20190211,10,26,0,   140.0,   140.0,     4.1,     4.1,   140.0,     4.1,     0.0,     0.0,N,5
    20190211,10,40,0,   132.0,   130.0,     2.5,     2.6,   130.0,     2.6,     0.0,     0.0,N,5
    20190211,10,53,0,   111.0,   110.0,     1.5,     1.5,   110.0,     1.5,     0.0,     0.0,N,5
    20190211,11,29,0,   280.0,   280.0,     4.1,     4.1,   280.0,     4.1,     0.0,     0.0,N,5
    20190211,11,51,0,   307.0,   310.0,     4.6,     4.6,   310.0,     4.6,     0.0,     0.0,N,5
    20190211,11, 0,0,   304.0,   300.0,     6.6,     6.6,   300.0,     6.7,     0.0,     0.1,N,5
    20190211,13, 8,0,   352.0,   350.0,     4.1,     4.1,   350.0,     4.1,     0.0,     0.0,N,5
    20190211,13,24,0,   344.0,   340.0,     5.6,     5.6,   340.0,     5.7,     0.0,     0.1,N,5
    20190211,14,10,0,   307.0,   310.0,     4.1,     4.1,   310.0,     4.1,     0.0,     0.0,N,5
    20190211,15,53,0,   342.0,   340.0,     7.6,     7.7,   340.0,     7.7,     0.0,     0.0,N,5
    20190211,17,53,0,   348.0,   350.0,     8.7,     8.7,   350.0,     8.8,     0.0,     0.1,N,5
    20190211,19,53,0,   360.0,   360.0,     4.6,     4.6,   360.0,     4.6,     0.0,     0.0,N,5
    20190211,21,53,0,   307.0,   310.0,     5.1,     5.1,   310.0,     5.1,     0.0,     0.0,N,5
    20190211,23,53,0,   307.0,   310.0,     4.6,     4.6,   310.0,     4.6,     0.0,     0.0,N,5
    20190211,24,59,0,   275.0,   280.0,     4.1,     4.1,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190212, 2,53,0,   307.0,   310.0,     3.1,     3.1,   310.0,     3.1,     0.0,     0.0,N,5
    20190212, 4,53,0,   250.0,   250.0,     5.1,     5.1,   250.0,     5.1,     0.0,     0.0,N,5
    20190212, 6,53,0,   240.0,   240.0,     7.1,     7.1,   240.0,     7.2,     0.0,     0.1,N,5
    20190212, 8,53,0,   232.0,   230.0,     6.1,     6.1,   230.0,     6.2,     0.0,     0.1,N,5
    20190212,10,53,0,   246.0,   250.0,     7.1,     7.1,   250.0,     7.2,     0.0,     0.1,N,5
    20190212,12,53,0,   226.0,   230.0,     3.1,     3.1,   230.0,     3.1,     0.0,     0.0,N,5
    20190212,14,53,0,   271.0,   270.0,     4.1,     4.1,   270.0,     4.1,     0.0,     0.0,N,5
    20190212,16,53,0,   271.0,   270.0,     2.0,     2.0,   270.0,     2.1,     0.0,     0.1,N,5
    20190212,18,53,0,   189.0,   190.0,     3.6,     3.6,   190.0,     3.6,     0.0,     0.0,N,5
    20190212,20,53,0,   116.0,   120.0,     2.5,     2.6,   120.0,     2.6,     0.0,     0.0,N,5
    20190212,22,53,0,   153.0,   150.0,     2.5,     2.6,   150.0,     2.6,     0.0,     0.0,N,5
    20190212,24,53,0,   198.0,   200.0,     1.5,     1.5,   200.0,     1.5,     0.0,     0.0,N,5
    20190213, 1,53,0,   207.0,   210.0,     2.0,     2.0,   210.0,     2.1,     0.0,     0.1,N,5
    20190213, 3,53,0,   254.0,   250.0,     5.1,     5.1,   250.0,     5.1,     0.0,     0.0,N,5
    20190213, 5,53,0,   232.0,   230.0,     4.6,     4.6,   230.0,     4.6,     0.0,     0.0,N,5
    20190213, 7,53,0,   210.0,   210.0,     4.6,     4.6,   210.0,     4.6,     0.0,     0.0,N,5
    20190213, 9,53,0,   157.0,   160.0,     4.1,     4.1,   160.0,     4.1,     0.0,     0.0,N,5
    20190213,11,53,0,   134.0,   130.0,     8.2,     8.2,   130.0,     8.2,     0.0,     0.0,N,5
    20190213,13,53,0,   146.0,   150.0,     5.6,     5.6,   150.0,     5.7,     0.0,     0.1,N,5
    20190213,15,53,0,   192.0,   190.0,     3.6,     3.6,   190.0,     3.6,     0.0,     0.0,N,5
    20190213,17,53,0,   326.0,   330.0,     2.0,     2.0,   330.0,     2.1,     0.0,     0.1,N,5
    20190213,19,53,0,   324.0,   320.0,     4.6,     4.6,   320.0,     4.6,     0.0,     0.0,N,5
    20190213,21,53,0,   316.0,   320.0,     3.6,     3.6,   320.0,     3.6,     0.0,     0.0,N,5
    20190213,23,53,0,   277.0,   280.0,     3.6,     3.6,   280.0,     3.6,     0.0,     0.0,N,5
    20190213,24,59,0,   244.0,   240.0,     3.1,     3.1,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190214, 2,53,0,   252.0,   250.0,     2.5,     2.6,   250.0,     2.6,     0.0,     0.0,N,5
    20190214, 4,53,0,   225.0,   230.0,     3.6,     3.6,   230.0,     3.6,     0.0,     0.0,N,5
    20190214, 6,53,0,   268.0,   270.0,     5.6,     5.6,   270.0,     5.7,     0.0,     0.1,N,5
    20190214, 8,53,0,   306.0,   310.0,     4.6,     4.6,   310.0,     4.6,     0.0,     0.0,N,5
    20190214,10,53,0,   346.0,   350.0,     7.1,     7.1,   350.0,     7.2,     0.0,     0.1,N,5
    20190214,12,53,0,    41.0,    40.0,     8.2,     8.2,    40.0,     8.2,     0.0,     0.0,N,5
    20190214,14,53,0,    58.0,    60.0,     7.6,     7.7,    60.0,     7.7,     0.0,     0.0,N,5
    20190214,16,53,0,    58.0,    60.0,     7.1,     7.1,    60.0,     7.2,     0.0,     0.1,N,5
    20190214,18,53,0,    85.0,    90.0,     3.6,     3.6,    90.0,     3.6,     0.0,     0.0,N,5
    20190214,20,53,0,    97.0,   100.0,     3.1,     3.1,   100.0,     3.1,     0.0,     0.0,N,5
    20190214,22,53,0,   135.0,   140.0,     7.6,     7.7,   140.0,     7.7,     0.0,     0.0,N,5
    20190214,24,53,0,   124.0,   120.0,     6.6,     6.6,   120.0,     6.7,     0.0,     0.1,N,5
    20190215, 1,53,0,   127.0,   130.0,     7.6,     7.7,   130.0,     7.7,     0.0,     0.0,N,5
    20190215, 3,31,0,   134.0,   130.0,     8.7,     8.7,   130.0,     8.8,     0.0,     0.1,N,5
    20190215, 4,53,0,   121.0,   120.0,    10.7,    10.7,   120.0,    10.8,     0.0,     0.1,N,5
    20190215, 6,53,0,   139.0,   140.0,     7.6,     7.7,   140.0,     7.7,     0.0,     0.0,N,5
    20190215, 7,53,0,   138.0,   140.0,     8.2,     8.2,   140.0,     8.2,     0.0,     0.0,N,5
    20190215, 9,53,0,   155.0,   160.0,    10.2,    10.2,   160.0,    10.3,     0.0,     0.1,N,5
    20190215,11,53,0,   158.0,   160.0,     7.6,     7.7,   160.0,     7.7,     0.0,     0.0,N,5
    20190215,13,53,0,   159.0,   160.0,     6.1,     6.1,   160.0,     6.2,     0.0,     0.1,N,5
    20190215,15,53,0,   135.0,   140.0,     6.1,     6.1,   140.0,     6.2,     0.0,     0.1,N,5
    20190215,17,53,0,   135.0,   140.0,     7.6,     7.7,   140.0,     7.7,     0.0,     0.0,N,5
    20190215,19,53,0,   125.0,   130.0,     6.6,     6.6,   130.0,     6.7,     0.0,     0.1,N,5
    20190215,21,53,0,   146.0,   150.0,     7.6,     7.7,   150.0,     7.7,     0.0,     0.0,N,5
    20190215,23,53,0,   141.0,   140.0,     6.6,     6.6,   140.0,     6.7,     0.0,     0.1,N,5
    20190215,24,59,0,   144.0,   140.0,     6.6,     6.6,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190216, 2,53,0,   134.0,   130.0,     7.1,     7.1,   130.0,     7.2,     0.0,     0.1,N,5
    20190216, 3,53,0,   152.0,   150.0,     7.6,     7.7,   150.0,     7.7,     0.0,     0.0,N,5
    20190216, 4,25,0,   156.0,   160.0,     6.6,     6.6,   160.0,     6.7,     0.0,     0.1,N,5
    20190216, 5,53,0,   152.0,   150.0,     6.1,     6.1,   150.0,     6.2,     0.0,     0.1,N,5
    20190216, 6,13,0,   152.0,   150.0,     6.1,     6.1,   150.0,     6.2,     0.0,     0.1,N,5
    20190216, 6,53,0,   144.0,   140.0,     5.1,     5.1,   140.0,     5.1,     0.0,     0.0,N,5
    20190216, 7,43,0,   143.0,   140.0,     5.6,     5.6,   140.0,     5.7,     0.0,     0.1,N,5
    20190216, 8,20,0,   150.0,   150.0,     6.6,     6.6,   150.0,     6.7,     0.0,     0.1,N,5
    20190216, 8,30,0,   143.0,   140.0,     6.6,     6.6,   140.0,     6.7,     0.0,     0.1,N,5
    20190216, 8,53,0,   150.0,   150.0,     7.1,     7.1,   150.0,     7.2,     0.0,     0.1,N,5
    20190216, 9, 6,0,   151.0,   150.0,     5.1,     5.1,   150.0,     5.1,     0.0,     0.0,N,5
    20190216, 9,29,0,   140.0,   140.0,     5.6,     5.6,   140.0,     5.7,     0.0,     0.1,N,5
    20190216, 9,40,0,   146.0,   150.0,     2.5,     2.6,   150.0,     2.6,     0.0,     0.0,N,5
    20190216, 9,53,0,   153.0,   150.0,     3.6,     3.6,   150.0,     3.6,     0.0,     0.0,N,5
    20190216,10,51,0,    16.0,    20.0,     1.5,     1.5,    20.0,     1.5,     0.0,     0.0,N,5
    20190216,11,12,0,   115.0,   120.0,     3.6,     3.6,   120.0,     3.6,     0.0,     0.0,N,5
    20190216,12,53,0,    79.0,    80.0,     3.1,     3.1,    80.0,     3.1,     0.0,     0.0,N,5
    20190216,14,53,0,    77.0,    80.0,     2.0,     2.0,    80.0,     2.1,     0.0,     0.1,N,5
    20190216,16,53,0,   352.0,   350.0,     8.7,     8.7,   350.0,     8.8,     0.0,     0.1,N,5
    20190216,17, 5,0,   348.0,   350.0,     6.6,     6.6,   350.0,     6.7,     0.0,     0.1,N,5
    20190216,17,13,0,   336.0,   340.0,     5.1,     5.1,   340.0,     5.1,     0.0,     0.0,N,5
    20190216,17,47,0,   324.0,   320.0,    10.7,    10.7,   320.0,    10.8,     0.0,     0.1,N,5
    20190216,17,53,0,   349.0,   350.0,    11.7,    11.7,   350.0,    11.8,     0.0,     0.1,N,5
    20190216,18,53,0,   346.0,   350.0,     7.6,     7.7,   350.0,     7.7,     0.0,     0.0,N,5
    20190216,20,53,0,   325.0,   330.0,     6.1,     6.1,   330.0,     6.2,     0.0,     0.1,N,5
    20190216,22,53,0,   323.0,   320.0,     7.1,     7.1,   320.0,     7.2,     0.0,     0.1,N,5
    20190216,24,24,0,   313.0,   310.0,     5.6,     5.6,   310.0,     5.7,     0.0,     0.1,N,5
    20190216,24,53,0,   319.0,   320.0,     5.6,     5.6,   320.0,     5.7,     0.0,     0.1,N,5
    20190217, 1,53,0,   320.0,   320.0,     5.1,     5.1,   320.0,     5.1,     0.0,     0.0,N,5
    20190217, 3,53,0,   319.0,   320.0,     4.1,     4.1,   320.0,     4.1,     0.0,     0.0,N,5
    20190217, 5,53,0,   274.0,   270.0,     3.6,     3.6,   270.0,     3.6,     0.0,     0.0,N,5
    20190217, 7,53,0,   309.0,   310.0,     4.6,     4.6,   310.0,     4.6,     0.0,     0.0,N,5
    20190217, 9,53,0,   348.0,   350.0,     7.6,     7.7,   350.0,     7.7,     0.0,     0.0,N,5
    20190217,10,53,0,    15.0,    20.0,     7.1,     7.1,    20.0,     7.2,     0.0,     0.1,N,5
